order_number,order_date,total_amount,vendor,destination_dc_code
PO-2023-002677,2023-01-05,35326.86,Arista Networks,DC-US003
PO-2023-002678,2023-02-11,30720.67,Super Micro Computer,DC-JP001
PO-2023-002679,2023-09-24,126418.25,HPE (Hewlett Packard Enterprise),DC-US002
PO-2023-002680,2023-11-02,184200.15,Dell Technologies,DC-US001
PO-2023-002681,2023-11-07,7323.14,Super Micro Computer,DC-UK001
PO-2023-002682,2023-09-07,1683480.58,HPE (Hewlett Packard Enterprise),DC-US004
PO-2023-002683,2023-10-09,346.28,Cisco Systems,DC-CA001
PO-2023-002684,2023-05-08,141226.8,HPE (Hewlett Packard Enterprise),DC-US002
PO-2023-002685,2023-10-28,226970.01,Cisco Systems,DC-US001
PO-2023-002686,2023-11-24,759543.0,Super Micro Computer,DC-IE002
PO-2023-002687,2023-04-14,209025.6,Cisco Systems,DC-US003
PO-2023-002688,2023-08-04,7547.91,Cisco Systems,DC-UK001
PO-2023-002689,2023-06-17,1000544.91,Super Micro Computer,DC-BR001
PO-2023-002690,2023-11-25,668171.5,Dell Technologies,DC-US006
PO-2023-002691,2023-12-17,74287.62,Dell Technologies,DC-US003
PO-2023-002692,2023-03-06,719045.8,Supermicro,DC-US003
PO-2023-002693,2023-06-17,204850.74,Dell Technologies,DC-NL004
PO-2023-002694,2023-12-05,95680.74,Vertiv,DC-US016
PO-2023-002695,2023-10-09,515040.84,Dell Technologies,DC-NL002
PO-2023-002696,2023-12-16,15400.39,Lenovo,DC-US008
PO-2023-002697,2023-07-02,111178.07,Dell Technologies,DC-IN003
PO-2023-002698,2023-05-16,53343.56,Eaton Corporation,DC-BR001
PO-2023-002699,2023-12-25,1256454.51,Dell Technologies,DC-IN001
PO-2023-002700,2023-06-09,117036.45,Dell Technologies,DC-DE001
PO-2023-002701,2023-01-20,987349.28,Lenovo,DC-JP001
PO-2023-002702,2023-10-22,47639.11,Dell Technologies,DC-US005
PO-2023-002703,2023-02-07,477.74,Arista Networks,DC-IN003
PO-2023-002704,2023-12-19,12904.96,HPE (Hewlett Packard Enterprise),DC-NL001
PO-2023-002705,2023-11-07,161848.8,Cisco Systems,DC-US001
PO-2023-002706,2023-01-05,1325.29,Super Micro Computer,DC-US002
PO-2023-002707,2023-10-27,2177967.22,Cisco Systems,DC-DE001
PO-2023-002708,2023-10-17,120412.99,Super Micro Computer,DC-US009
PO-2023-002709,2023-05-23,351.82,Dell Technologies,DC-NL001
PO-2023-002710,2023-05-01,250595.88,Lenovo,DC-JP001
PO-2023-002711,2023-08-09,2641777.6,HPE (Hewlett Packard Enterprise),DC-JP001
PO-2023-002712,2023-11-02,29034.76,Dell Technologies,DC-US006
PO-2023-002713,2023-12-19,206271.41,Dell Technologies,DC-NL003
PO-2023-002714,2023-09-24,5437598.12,Cisco Systems,DC-FR001
PO-2023-002715,2023-11-28,646186.48,Lenovo,DC-US002
PO-2023-002716,2023-02-16,1291109.01,Cisco Systems,DC-US001
PO-2023-002717,2023-10-27,796781.05,Dell Technologies,DC-NL001
PO-2023-002718,2023-10-10,1044201.5,Cisco Systems,DC-NL001
PO-2023-002719,2023-12-06,72409.0,Dell Technologies,DC-NL001
PO-2023-002720,2023-10-13,179982.82,Super Micro Computer,DC-US002
PO-2023-002721,2023-12-10,368253.99,HPE (Hewlett Packard Enterprise),DC-US013
PO-2023-002722,2023-12-23,85814.67,NetApp,DC-US001
PO-2023-002723,2023-08-03,845034.31,Cisco Systems,DC-IE001
PO-2023-002724,2023-03-12,329483.3,HPE (Hewlett Packard Enterprise),DC-DE001
PO-2023-002725,2023-12-25,1136944.95,Cisco Systems,DC-IE001
PO-2023-003291,2023-07-05,385229.79,HPE (Hewlett Packard Enterprise),DC-CA001
PO-2023-002727,2023-04-04,4662.02,Vertiv,DC-US004
PO-2023-002728,2023-05-17,238008.92,Cisco Systems,DC-IE005
PO-2023-002729,2023-06-08,78760.67,HPE (Hewlett Packard Enterprise),DC-US002
PO-2023-002730,2023-11-05,206777.92,Cisco Systems,DC-US001
PO-2023-002731,2023-09-12,294402.94,Dell Technologies,DC-CA001
PO-2023-002732,2023-11-11,1450036.42,Cisco Systems,DC-AU001
PO-2023-002733,2023-08-13,67361.96,Lenovo,DC-BR001
PO-2023-002734,2023-06-14,331898.25,HPE (Hewlett Packard Enterprise),DC-US007
PO-2023-002735,2023-12-11,350592.88,HPE (Hewlett Packard Enterprise),DC-NL001
PO-2023-002736,2023-08-02,968189.6,Dell Technologies,DC-IE005
PO-2023-002737,2023-11-06,112624.2,Cisco Systems,DC-BR001
PO-2023-002738,2023-01-15,247649.63,HPE (Hewlett Packard Enterprise),DC-NL001
PO-2023-002739,2023-04-28,357239.64,Dell Technologies,DC-US002
PO-2023-002740,2023-05-09,92696.95,Dell Technologies,DC-CA001
PO-2023-002741,2023-01-08,234252.53,Dell Technologies,DC-JP001
PO-2023-002742,2023-02-04,1316257.18,Dell Technologies,DC-IE006
PO-2023-002743,2023-09-07,230898.49,Dell Technologies,DC-BR001
PO-2023-002744,2023-05-05,165648.66,HPE (Hewlett Packard Enterprise),DC-DE001
PO-2023-002745,2023-12-08,673464.31,HPE (Hewlett Packard Enterprise),DC-DE001
PO-2023-002746,2023-09-10,952093.68,Cisco Systems,DC-US014
PO-2023-002747,2023-12-04,547880.17,Dell Technologies,DC-CA001
PO-2023-002748,2023-11-04,144948.06,HPE (Hewlett Packard Enterprise),DC-JP001
PO-2023-002749,2023-07-28,266.8,Cisco Systems,DC-JP002
PO-2023-002750,2023-10-26,402010.42,Cisco Systems,DC-IE001
PO-2023-002751,2023-09-06,2752.15,Eaton Corporation,DC-IN003
PO-2023-002752,2023-09-07,119.33,HPE (Hewlett Packard Enterprise),DC-US001
PO-2023-002753,2023-07-24,57944.26,Juniper Networks,DC-DE001
PO-2023-002754,2023-05-15,266758.32,HPE (Hewlett Packard Enterprise),DC-SG003
PO-2023-002755,2023-03-02,3948.65,IBM,DC-US001
PO-2023-002756,2023-09-12,683429.85,Super Micro Computer,DC-US002
PO-2023-002757,2023-10-28,940736.28,HPE (Hewlett Packard Enterprise),DC-CA001
PO-2023-002758,2023-09-22,544048.3,Dell Technologies,DC-US005
PO-2023-002759,2023-02-24,477002.45,Lenovo,DC-CA001
PO-2023-002760,2023-09-23,779833.51,Dell Technologies,DC-BR001
PO-2023-002761,2023-09-07,99343.49,Vertiv,DC-UK001
PO-2023-002762,2023-04-13,311326.36,Cisco Systems,DC-DE001
PO-2023-002763,2023-02-09,451851.8,Dell Technologies,DC-AU001
PO-2023-002764,2023-01-17,70204.55,Supermicro,DC-NL003
PO-2023-002765,2023-12-11,61059.89,Dell Technologies,DC-CA001
PO-2023-002766,2023-12-20,147842.89,Cisco Systems,DC-NL001
PO-2023-002767,2023-10-21,54828.51,Dell Technologies,DC-IE001
PO-2023-001656,2023-01-17,167579.27,Cisco Systems,DC-BR001
PO-2023-002769,2023-06-21,1271193.06,Cisco Systems,DC-US001
PO-2023-002770,2023-12-25,13598.34,HPE (Hewlett Packard Enterprise),DC-DE001
PO-2023-002771,2023-04-08,50233.85,IBM,DC-NL001
PO-2023-002772,2023-12-13,189495.46,HPE (Hewlett Packard Enterprise),DC-US001
PO-2023-000426,2023-02-16,23748.03,Arista Networks,DC-US015
PO-2023-002774,2023-12-17,20306.83,Dell Technologies,DC-UK001
PO-2023-002775,2023-12-12,5135726.61,Super Micro Computer,DC-DE001
PO-2023-002776,2023-10-28,539584.12,HPE (Hewlett Packard Enterprise),DC-UK001
PO-2023-002777,2023-02-17,496545.9,Dell Technologies,DC-CA001
PO-2023-002778,2023-07-09,134855.18,Cisco Systems,DC-AU003
PO-2023-002779,2023-06-17,235132.22,HPE (Hewlett Packard Enterprise),DC-US006
PO-2023-002780,2023-02-10,213555.51,Lenovo,DC-IE001
PO-2023-002781,2023-01-16,762.55,Dell Technologies,DC-UK001
PO-2023-003180,2023-01-21,354118.29,Lenovo,DC-US011
PO-2023-002783,2023-05-06,405470.94,Dell Technologies,DC-US002
PO-2023-002784,2023-10-01,22082.97,Schneider Electric,DC-JP001
PO-2023-002785,2023-04-18,302623.98,Cisco Systems,DC-BR001
PO-2023-002786,2023-12-17,18291.57,Cisco Systems,DC-US015
PO-2023-002787,2023-11-12,4169.24,Dell Technologies,DC-US011
PO-2023-002788,2023-10-10,335933.37,Lenovo,DC-US002
PO-2023-002789,2023-05-26,977730.35,Lenovo,DC-DE001
PO-2023-002790,2023-10-10,213088.26,Cisco Systems,DC-DE001
PO-2023-002791,2023-04-06,943073.72,Dell Technologies,DC-US001
PO-2023-002792,2023-11-03,203624.06,HPE (Hewlett Packard Enterprise),DC-UK001
PO-2023-002793,2023-05-26,119058.54,Lenovo,DC-NL001
PO-2023-002794,2023-10-24,4761.17,Schneider Electric,DC-IE005
PO-2023-002795,2023-10-18,60776.93,HPE (Hewlett Packard Enterprise),DC-DE001
PO-2023-002796,2023-09-05,57490.37,Cisco Systems,DC-US003
PO-2023-002797,2023-05-13,107922.17,Cisco Systems,DC-CA001
PO-2023-002798,2023-10-08,406844.85,Supermicro,DC-US003
PO-2023-002799,2023-11-12,747312.69,Cisco Systems,DC-US003
PO-2023-002800,2023-04-22,121804.54,Lenovo,DC-US003
PO-2023-000275,2023-06-11,112767.19,HPE (Hewlett Packard Enterprise),DC-NL004
PO-2023-002802,2023-07-15,50924.98,IBM,DC-NL001
PO-2023-002803,2023-03-20,557099.7,Supermicro,DC-IE001
PO-2023-002804,2023-11-13,67499.23,Cisco Systems,DC-US003
PO-2023-002805,2023-11-28,2899162.17,Lenovo,DC-CA001
PO-2023-002806,2023-05-13,318649.8,Lenovo,DC-CA001
PO-2023-002807,2023-12-12,2237.13,IBM,DC-IE005
PO-2023-002808,2023-11-22,1275403.74,Cisco Systems,DC-JP001
PO-2023-002809,2023-03-25,560612.27,Cisco Systems,DC-JP001
PO-2023-002810,2023-01-03,453833.24,HPE (Hewlett Packard Enterprise),DC-AU003
PO-2023-002811,2023-12-27,10378.49,Juniper Networks,DC-BR004
PO-2023-002812,2023-03-12,250020.04,HPE (Hewlett Packard Enterprise),DC-IE005
PO-2023-002813,2023-04-16,165560.46,Cisco Systems,DC-US009
PO-2023-002814,2023-02-18,15686.91,IBM,DC-IE001
PO-2023-002815,2023-10-10,92669.85,Juniper Networks,DC-IE001
PO-2023-002816,2023-11-12,291620.89,HPE (Hewlett Packard Enterprise),DC-NL001
PO-2023-002817,2023-05-15,33683.36,Super Micro Computer,DC-US009
PO-2023-002818,2023-02-18,95919.78,HPE (Hewlett Packard Enterprise),DC-NL001
PO-2023-002819,2023-08-16,93660.1,Eaton Corporation,DC-US001
PO-2023-002820,2023-11-23,798848.33,Dell Technologies,DC-NL002
PO-2023-002821,2023-10-05,631.38,NetApp,DC-US003
PO-2023-003043,2023-10-23,59140.21,NetApp,DC-CA001
PO-2023-002823,2023-07-19,71528.62,Super Micro Computer,DC-CA001
PO-2023-002824,2023-11-03,46349.59,Eaton Corporation,DC-IE001
PO-2023-002825,2023-04-13,354626.62,Supermicro,DC-JP001
PO-2023-002826,2023-03-18,268325.7,Dell Technologies,DC-JP001
PO-2023-002827,2023-01-15,128657.99,Dell Technologies,DC-US001
PO-2023-002828,2023-04-02,1420810.25,Lenovo,DC-US003
PO-2023-002829,2023-01-27,421867.2,Cisco Systems,DC-IE001
PO-2023-002830,2023-12-01,267768.07,HPE (Hewlett Packard Enterprise),DC-JP001
PO-2023-002831,2023-07-28,215149.56,Dell Technologies,DC-US014
PO-2023-002832,2023-09-18,567690.97,Lenovo,DC-US003
PO-2023-002833,2023-11-11,6352.05,Pure Storage,DC-UK001
PO-2023-002834,2023-05-02,242712.28,Cisco Systems,DC-US002
PO-2023-002835,2023-03-28,119708.43,Cisco Systems,DC-US003
PO-2023-002836,2023-03-12,100659.42,Dell Technologies,DC-UK001
PO-2023-002837,2023-07-14,803344.32,Super Micro Computer,DC-NL001
PO-2023-002838,2023-08-22,390322.97,Lenovo,DC-NL001
PO-2023-002839,2023-03-21,98834.2,Cisco Systems,DC-CA001
PO-2023-002840,2023-01-04,156331.26,HPE (Hewlett Packard Enterprise),DC-NL001
PO-2023-002841,2023-11-19,233002.88,Cisco Systems,DC-JP001
PO-2023-002842,2023-08-12,400616.12,HPE (Hewlett Packard Enterprise),DC-US001
PO-2023-002843,2023-08-15,938636.45,Cisco Systems,DC-AU001
PO-2023-002844,2023-08-28,90363.16,Pure Storage,DC-US003
PO-2023-002845,2023-04-27,116329.06,Lenovo,DC-US003
PO-2023-002846,2023-04-01,3474.93,IBM,DC-DE001
PO-2023-002847,2023-12-19,29186.29,Schneider APC,DC-JP001
PO-2023-002848,2023-02-04,265680.95,Dell Technologies,DC-JP001
PO-2023-002849,2023-03-21,1086439.71,Dell Technologies,DC-UK001
PO-2023-002850,2023-11-28,1620757.98,HPE (Hewlett Packard Enterprise),DC-BR001
PO-2023-002851,2023-01-28,221620.63,HPE (Hewlett Packard Enterprise),DC-CA001
PO-2023-002852,2023-11-27,304720.5,Dell Technologies,DC-NL004
PO-2023-002853,2023-12-22,82922.95,Pure Storage,DC-US003
PO-2023-002854,2023-09-17,364290.38,Dell Technologies,DC-US009
PO-2023-002855,2023-10-07,215175.03,HPE (Hewlett Packard Enterprise),DC-BR001
PO-2023-002856,2023-03-04,298326.41,Dell Technologies,DC-US001
PO-2023-002857,2023-11-07,40339.12,Super Micro Computer,DC-UK001
PO-2023-002858,2023-03-15,3172.49,Dell Technologies,DC-US011
PO-2023-002859,2023-02-22,43551.59,HPE (Hewlett Packard Enterprise),DC-US006
PO-2023-002860,2023-11-18,674278.39,Cisco Systems,DC-IN002
PO-2023-002861,2023-06-25,86611.18,HPE (Hewlett Packard Enterprise),DC-UK001
PO-2023-002862,2023-09-18,279013.91,Dell Technologies,DC-DE002
PO-2023-002863,2023-12-02,39166.43,Juniper Networks,DC-JP001
PO-2023-002864,2023-11-17,284615.49,Cisco Systems,DC-JP001
PO-2023-002865,2023-03-21,1264918.19,Dell Technologies,DC-JP001
PO-2023-002866,2023-05-21,801677.7,Lenovo,DC-IE001
PO-2023-002867,2023-10-15,1781491.68,Supermicro,DC-NL004
PO-2023-002868,2023-10-25,566992.21,Lenovo,DC-CA001
PO-2023-002869,2023-08-19,17037.08,Juniper Networks,DC-US009
PO-2023-002870,2023-02-16,73154.1,Lenovo,DC-UK001
PO-2023-002871,2023-08-18,250169.2,Lenovo,DC-SG002
PO-2023-002872,2023-09-19,1543587.8,Dell Technologies,DC-UK001
PO-2023-002873,2023-10-27,944923.88,HP Enterprise,DC-US001
PO-2023-002874,2023-12-04,269378.5,HPE (Hewlett Packard Enterprise),DC-US001
PO-2023-002875,2023-04-05,406301.22,Cisco Systems,DC-US003
PO-2023-002876,2023-12-04,1083152.39,Cisco Systems,DC-UK001
PO-2023-002877,2023-12-01,192924.4,Cisco Systems,DC-US003
PO-2023-002878,2023-11-17,606588.82,HPE (Hewlett Packard Enterprise),DC-US002
PO-2023-002879,2023-01-02,1093786.78,Cisco Systems,DC-US001
PO-2023-002880,2023-08-17,103796.23,Super Micro Computer,DC-US002
PO-2023-002881,2023-11-28,347874.7,Dell Technologies,DC-US001
PO-2023-002882,2023-04-23,49087.61,NetApp,DC-US001
PO-2023-002883,2023-05-19,275794.76,HPE (Hewlett Packard Enterprise),DC-US006
PO-2023-002884,2023-11-15,1323.66,Cisco Systems,DC-US006
PO-2023-002885,2023-11-10,883592.52,Lenovo,DC-UK001
PO-2023-002886,2023-06-20,18204.82,Lenovo,DC-US001
PO-2023-002887,2023-01-23,151628.23,Super Micro Computer,DC-BR001
PO-2023-002888,2023-04-26,604631.97,Dell Technologies,DC-IE001
PO-2023-002889,2023-12-25,523818.17,HPE (Hewlett Packard Enterprise),DC-BR004
PO-2023-002890,2023-06-16,53804.19,Arista Networks,DC-AU004
PO-2023-002891,2023-06-24,292818.51,Dell Technologies,DC-UK001
PO-2023-002892,2023-12-28,1666269.57,HPE (Hewlett Packard Enterprise),DC-CA001
PO-2023-002893,2023-01-14,49089.77,Lenovo,DC-IE001
PO-2023-002894,2023-11-05,154361.84,HP Enterprise,DC-US001
PO-2023-002895,2023-10-06,123961.01,Cisco Systems,DC-US015
PO-2023-002896,2023-12-19,144073.85,Lenovo,DC-IN001
PO-2023-002897,2023-05-24,143381.0,Dell Technologies,DC-US001
PO-2023-002898,2023-10-11,501316.04,HPE (Hewlett Packard Enterprise),DC-US009
PO-2023-002899,2023-05-16,253079.45,Cisco Systems,DC-JP001
PO-2023-002900,2023-11-21,453644.43,Cisco Systems,DC-US001
PO-2023-002901,2023-03-17,289127.53,Super Micro Computer,DC-US003
PO-2023-002902,2023-10-14,995988.92,Dell Technologies,DC-UK001
PO-2023-002903,2023-02-15,2445834.0,HPE (Hewlett Packard Enterprise),DC-NL001
PO-2023-002904,2023-01-25,182027.99,Dell Technologies,DC-US004
PO-2023-002905,2023-07-20,26578.08,Schneider Electric,DC-US003
PO-2023-002906,2023-07-16,400958.96,Lenovo,DC-US014
PO-2023-002907,2023-06-27,143899.66,Lenovo,DC-DE001
PO-2023-002908,2023-08-20,292257.61,Dell Technologies,DC-US010
PO-2023-002909,2023-12-04,56270.79,Super Micro Computer,DC-NL001
PO-2023-002910,2023-09-13,499802.18,Super Micro Computer,DC-US015
PO-2023-002911,2023-10-07,1446155.36,Lenovo,DC-DE001
PO-2023-002912,2023-10-15,1086259.24,Super Micro Computer,DC-US008
PO-2023-002913,2023-08-25,438694.7,HPE (Hewlett Packard Enterprise),DC-US001
PO-2023-002914,2023-12-01,274247.97,Lenovo,DC-BR001
PO-2023-002915,2023-03-16,201492.92,Dell Technologies,DC-US007
PO-2023-002916,2023-11-03,520078.56,Cisco Systems,DC-UK001
PO-2023-002917,2023-07-10,346604.47,Lenovo,DC-US014
PO-2023-002918,2023-04-27,6688653.71,Super Micro Computer,DC-UK001
PO-2023-002919,2023-11-18,1141645.08,Cisco Systems,DC-NL004
PO-2023-002920,2023-11-01,487237.4,Dell Technologies,DC-BR001
PO-2023-002921,2023-12-11,22821.2,IBM,DC-CA001
PO-2023-002922,2023-09-14,3372.38,Juniper Networks,DC-US001
PO-2023-002923,2023-03-25,226757.5,Dell Technologies,DC-CA001
PO-2023-002924,2023-01-10,196660.03,Cisco Systems,DC-US011
PO-2023-002925,2023-11-15,629524.49,HPE (Hewlett Packard Enterprise),DC-US002
PO-2023-002926,2023-11-28,412866.82,HPE (Hewlett Packard Enterprise),DC-IE001
PO-2023-002927,2023-03-04,175468.89,HPE (Hewlett Packard Enterprise),DC-IE001
PO-2023-002928,2023-01-17,2668954.19,HPE (Hewlett Packard Enterprise),DC-IN003
PO-2023-002929,2023-11-17,275430.58,Lenovo,DC-JP001
PO-2023-002930,2023-12-22,58252.37,Schneider Electric,DC-IN001
PO-2023-002931,2023-12-20,261134.9,Dell Technologies,DC-US002
PO-2023-002932,2023-12-12,2900.91,Pure Storage,DC-US001
PO-2023-002933,2023-10-27,40666.13,Cisco Systems,DC-US001
PO-2023-002934,2023-12-07,344231.36,Cisco Systems,DC-BR001
PO-2023-002935,2023-04-03,220689.86,HPE (Hewlett Packard Enterprise),DC-UK001
PO-2023-002936,2023-05-22,168813.52,HPE (Hewlett Packard Enterprise),DC-AU001
PO-2023-002937,2023-04-18,28462.29,IBM,DC-NL001
PO-2023-002938,2023-01-13,34967.99,Juniper Networks,DC-US001
PO-2023-002939,2023-04-01,356208.98,Dell Technologies,DC-US003
PO-2023-002940,2023-01-27,5426.44,Dell Technologies,DC-US008
PO-2023-002941,2023-09-15,1744.48,IBM,DC-US002
PO-2023-002942,2023-08-25,8270.14,Lenovo,DC-US003
PO-2023-002943,2023-11-13,55231.87,Dell Technologies,DC-NL003
PO-2023-002955,2023-12-18,440384.05,Dell Technologies,DC-IE001
PO-2023-002945,2023-01-18,101779.22,Cisco Systems,DC-IN001
PO-2023-002946,2023-03-26,1844.7,NetApp,DC-NL003
PO-2023-002947,2023-11-13,2358078.54,Super Micro Computer,DC-UK001
PO-2023-002948,2023-03-15,1826465.83,Dell Technologies,DC-US001
PO-2023-002949,2023-12-05,46482.82,Dell Technologies,DC-UK001
PO-2023-002950,2023-10-20,1595798.36,Cisco Systems,DC-DE001
PO-2023-002951,2023-04-28,1632410.67,Cisco Systems,DC-FR001
PO-2023-002952,2023-11-14,193340.85,Dell Technologies,DC-US001
PO-2023-002953,2023-12-09,1021932.47,Lenovo,DC-AU004
PO-2023-002954,2023-02-12,789658.0,Dell Technologies,DC-JP002
PO-2023-002955,2023-12-09,894975.96,Dell Technologies,DC-US006
PO-2023-002956,2023-02-14,699532.78,Cisco Systems,DC-US002
PO-2023-002957,2023-10-02,82723.88,Schneider Electric,DC-IE001
PO-2023-002958,2023-12-28,1286376.51,Lenovo,DC-NL004
PO-2023-002959,2023-09-26,118619.02,HPE (Hewlett Packard Enterprise),DC-US016
PO-2023-002960,2023-11-19,647209.39,Cisco Systems,DC-UK001
PO-2023-002961,2023-03-19,1421.4,Lenovo,DC-AU003
PO-2023-002962,2023-08-05,166962.75,Lenovo,DC-US003
PO-2023-002963,2023-04-23,321250.42,HPE (Hewlett Packard Enterprise),DC-IE001
PO-2023-002964,2023-10-21,1377888.77,Supermicro,DC-NL002
PO-2023-002965,2023-12-20,512480.51,Lenovo,DC-US002
PO-2023-002966,2023-10-22,294945.41,Cisco Systems,DC-DE001
PO-2023-002967,2023-07-14,205233.28,Dell Technologies,DC-NL001
PO-2023-002968,2023-07-06,6635.85,Cisco Systems,DC-BR001
PO-2023-002969,2023-10-26,2129895.31,Dell Technologies,DC-DE001
PO-2023-002970,2023-11-12,740121.61,HPE (Hewlett Packard Enterprise),DC-DE001
PO-2023-002971,2023-10-15,583667.38,HP Enterprise,DC-US001
PO-2023-002972,2023-11-14,303002.84,Dell Technologies,DC-US001
PO-2023-002973,2023-10-21,492046.89,Lenovo,DC-NL001
PO-2023-002974,2023-10-21,8246.5,Cisco Systems,DC-NL001
PO-2023-002975,2023-06-03,8337.67,Dell Technologies,DC-FR001
PO-2023-002976,2023-11-11,414446.68,Lenovo,DC-UK001
PO-2023-002977,2023-06-06,30969.82,Cisco Systems,DC-IE001
PO-2023-002978,2023-05-02,2228048.66,Super Micro Computer,DC-NL003
PO-2023-002979,2023-12-03,450328.48,Dell Technologies,DC-NL004
PO-2023-002980,2023-02-23,218778.68,Dell Technologies,DC-US003
PO-2023-002981,2023-11-02,142523.1,HPE (Hewlett Packard Enterprise),DC-BR001
PO-2023-002982,2023-05-03,230346.58,Dell Technologies,DC-IN002
PO-2023-002983,2023-04-27,764562.55,Super Micro Computer,DC-AU003
PO-2023-002984,2023-06-22,108944.87,Dell Technologies,DC-DE001
PO-2023-002985,2023-10-01,155107.63,HPE (Hewlett Packard Enterprise),DC-US003
PO-2023-002986,2023-07-18,46086.19,Cisco Systems,DC-US003
PO-2023-002987,2023-08-26,79762.94,Super Micro Computer,DC-IN003
PO-2023-002988,2023-06-03,170048.87,Dell Technologies,DC-US002
PO-2023-002989,2023-11-13,184107.78,Cisco Systems,DC-JP001
PO-2023-002990,2023-10-06,130760.1,HPE (Hewlett Packard Enterprise),DC-IN001
PO-2023-002991,2023-05-25,103261.33,Cisco Systems,DC-US003
PO-2023-002992,2023-01-25,35555.04,Dell Technologies,DC-US002
PO-2023-002993,2023-08-14,427457.25,HPE (Hewlett Packard Enterprise),DC-US006
PO-2023-002994,2023-11-13,1150803.08,Dell Technologies,DC-IE001
PO-2023-002995,2023-09-13,417198.26,Dell Technologies,DC-BR001
PO-2023-002996,2023-02-03,464023.4,HPE (Hewlett Packard Enterprise),DC-JP001
PO-2023-002997,2023-10-19,735600.41,Dell Technologies,DC-IE004
PO-2023-002998,2023-12-17,1114336.44,Cisco Systems,DC-US012
PO-2023-002999,2023-04-12,844261.53,HPE (Hewlett Packard Enterprise),DC-NL003
PO-2023-003000,2023-07-07,46849.67,NetApp,DC-UK001
PO-2023-003001,2023-09-08,82.39,NetApp,DC-UK001
PO-2023-003002,2023-12-17,419627.21,Cisco Systems,DC-NL004
PO-2023-003003,2023-10-21,610508.16,HPE (Hewlett Packard Enterprise),DC-US004
PO-2023-003004,2023-04-16,68.71,Eaton Corporation,DC-US016
PO-2023-003005,2023-08-22,410522.46,Lenovo,DC-NL001
PO-2023-003006,2023-03-13,24737.63,Cisco Systems,DC-US003
PO-2023-003007,2023-10-04,288304.48,Dell Technologies,DC-JP001
PO-2023-003008,2023-12-19,344620.01,Dell Technologies,DC-NL004
PO-2023-003009,2023-08-19,67818.11,Arista Networks,DC-BR001
PO-2023-003010,2023-05-07,769359.88,Cisco Systems,DC-CA001
PO-2023-003011,2023-12-03,118360.18,HPE (Hewlett Packard Enterprise),DC-DE002
PO-2023-003012,2023-12-11,123919.81,Lenovo,DC-AU003
PO-2023-003013,2023-10-11,64530.2,Arista Networks,DC-AU002
PO-2023-003014,2023-03-25,1070775.06,Dell Technologies,DC-UK001
PO-2023-003015,2023-05-01,332373.45,Dell Technologies,DC-BR001
PO-2023-003016,2023-12-12,368251.49,HPE (Hewlett Packard Enterprise),DC-DE001
PO-2023-003017,2023-04-01,88486.27,Lenovo,DC-JP001
PO-2023-003018,2023-11-17,12489.56,Schneider APC,DC-US003
PO-2023-003019,2023-09-26,2609.8,Pure Storage,DC-IE004
PO-2023-003020,2023-12-17,1568142.55,Cisco Systems,DC-NL002
PO-2023-003021,2023-12-27,284822.33,Dell Technologies,DC-JP001
PO-2023-003022,2023-08-14,176533.45,Cisco Systems,DC-US013
PO-2023-003023,2023-12-05,31786.65,Arista Networks,DC-BR001
PO-2023-003024,2023-10-05,2349845.13,HP Enterprise,DC-IE001
PO-2023-003025,2023-10-23,102071.28,Dell Technologies,DC-BR002
PO-2023-003026,2023-10-08,49219.82,Pure Storage,DC-NL001
PO-2023-003027,2023-10-05,124613.78,Cisco Systems,DC-JP001
PO-2023-003028,2023-04-27,4943.83,IBM,DC-US005
PO-2023-003029,2023-12-24,254186.94,HPE (Hewlett Packard Enterprise),DC-NL001
PO-2023-003030,2023-11-04,727373.57,Cisco Systems,DC-US003
PO-2023-003031,2023-04-21,46546.45,Cisco Systems,DC-NL001
PO-2023-003032,2023-07-06,59891.87,Eaton Corporation,DC-DE001
PO-2023-003033,2023-07-09,814000.94,Dell Technologies,DC-JP001
PO-2023-003034,2023-10-28,908188.67,Super Micro Computer,DC-CA001
PO-2023-003035,2023-11-19,2863.24,Dell Technologies,DC-DE001
PO-2023-003036,2023-10-04,269175.1,HPE (Hewlett Packard Enterprise),DC-UK002
PO-2023-003037,2023-12-17,33429.5,Pure Storage,DC-NL002
PO-2023-003038,2023-04-18,46190.46,Cisco Systems,DC-BR001
PO-2023-001912,2023-10-09,539782.49,Lenovo,DC-US016
PO-2023-003040,2023-01-13,3450498.59,HPE (Hewlett Packard Enterprise),DC-US005
PO-2023-003041,2023-06-16,495660.99,Lenovo,DC-BR003
PO-2023-003042,2023-03-22,240860.44,HPE (Hewlett Packard Enterprise),DC-DE001
PO-2023-003043,2023-07-08,211634.72,Dell Technologies,DC-SG003
PO-2023-003044,2023-11-20,425793.31,Dell Technologies,DC-IE001
PO-2023-003045,2023-09-13,185735.79,Super Micro Computer,DC-IE001
PO-2023-003046,2023-03-02,160205.6,HPE (Hewlett Packard Enterprise),DC-NL002
PO-2023-003047,2023-05-27,1019915.0,Supermicro,DC-CA001
PO-2023-003048,2023-03-03,4983.07,Eaton Corporation,DC-IE001
PO-2023-003049,2023-11-21,219509.46,Dell Technologies,DC-IN001
PO-2023-003050,2023-01-12,166534.11,Dell Technologies,DC-US002
PO-2023-003051,2023-10-09,12652.23,Dell Technologies,DC-US004
PO-2023-003052,2023-12-03,4374905.24,Dell Technologies,DC-US004
